Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation
178,Xatu,Psychic,Flying,They say that it stays still and quiet because it is seeing both the past and future at the same time.,"Synchronize, Early Bird, Magic Bounce",75,"50% male, 50% female",2
179,Mareep,Electric,,"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you.","Static, Plus",235,"50% male, 50% female",2
180,Flaaffy,Electric,,"As a result of storing too much electricity, it developed patches where even downy wool won’t grow.","Static, Plus",120,"50% male, 50% female",2
181,Ampharos,Electric,,The tail’s tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,"Static, Plus",45,"50% male, 50% female",2
182,Bellossom,Grass,,BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,"Chlorophyll, Healer",45,"50% male, 50% female",2
183,Marill,Water,Fairy,"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.","Thick Fat, Huge Power, Sap Sipper",190,"50% male, 50% female",2
184,Azumarill,Water,Fairy,"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.","Thick Fat, Huge Power, Sap Sipper",75,"50% male, 50% female",2
185,Sudowoodo,Rock,,"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.","Sturdy, Rock Head, Rattled",65,"50% male, 50% female",2
186,Politoed,Water,,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gathering from far and wide.","Water Absorb, Damp, Drizzle",45,"50% male, 50% female",2
187,Hoppip,Grass,Flying,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.","Chlorophyll, Leaf Guard, Infiltrator",255,"50% male, 50% female",2
188,Skiploom,Grass,Flying,The bloom on top of its head opens and closes as the temperature fluctuates up and down.,"Chlorophyll, Leaf Guard, Infiltrator",120,"50% male, 50% female",2
189,Jumpluff,Grass,Flying,"Once it catches the wind, it deftly controls its cotton-puff spores to float, even around the world.","Chlorophyll, Leaf Guard, Infiltrator",45,"50% male, 50% female",2
190,Aipom,Normal,,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,"Run Away, Pickup, Skill Link",45,"50% male, 50% female",2
191,Sunkern,Grass,,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.","Chlorophyll, Solar Power, Early Bird",235,"50% male, 50% female",2
192,Sunflora,Grass,,"It converts sunlight into energy. In the darkness after sunset, it closes its petals and becomes still.","Chlorophyll, Solar Power, Early Bird",120,"50% male, 50% female",2
193,Yanma,Bug,Flying,"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area.","Speed Boost, Compound Eyes, Frisk",75,"50% male, 50% female",2
194,Wooper,Water,Ground,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,"Damp, Water Absorb, Unaware",255,"50% male, 50% female",2
195,Quagsire,Water,Ground,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.","Damp, Water Absorb, Unaware",90,"50% male, 50% female",2
196,Espeon,Psychic,,It uses the fine hair that covers its body to sense air currents and predict its enemy’s actions.,"Synchronize, Magic Bounce",45,"87.5% male, 12.5% female",2
197,Umbreon,Dark,,"When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores.","Synchronize, Inner Focus",45,"87.5% male, 12.5% female",2
198,Murkrow,Dark,Flying,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.","Insomnia, Super Luck, Prankster",30,"50% male, 50% female",2
199,Slowking,Water,Psychic,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.","Oblivious, Own Tempo, Regenerator",70,"50% male, 50% female",2
200,Misdreavus,Ghost,,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,Levitate,45,"50% male, 50% female",2
201,Unown,Psychic,,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.,Levitate,225,,2
202,Wobbuffet,Psychic,,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.","Shadow Tag, Telepathy",45,"50% male, 50% female",2
203,Girafarig,Normal,Psychic,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.","Inner Focus, Early Bird, Sap Sipper",60,"50% male, 50% female",2
204,Pineco,Bug,,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.,"Sturdy, Overcoat",190,"50% male, 50% female",2
205,Forretress,Bug,Steel,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,"Sturdy, Overcoat",75,"50% male, 50% female",2
206,Dunsparce,Normal,,"When spotted, this POKéMON escapes backward by furiously boring into the ground with its tail.","Serene Grace, Run Away, Rattled",190,"50% male, 50% female",2
207,Gligar,Ground,Flying,It flies straight at its target’s face then clamps down on the startled victim to inject poison.,"Hyper Cutter, Sand Veil, Immunity",60,"50% male, 50% female",2
208,Steelix,Steel,Ground,"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.","Rock Head, Sturdy, Sheer Force",25,"50% male, 50% female",2
209,Snubbull,Fairy,,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.","Intimidate, Run Away, Rattled",190,"25% male, 75% female",2
210,Granbull,Fairy,,"It is actually timid and easily spooked. If attacked, it flails about to fend off its attacker.","Intimidate, Quick Feet, Rattled",75,"25% male, 75% female",2
211,Qwilfish,Water,Poison,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.","Poison Point, Swift Swim, Intimidate",45,"50% male, 50% female",2
212,Scizor,Bug,Steel,It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads.,"Swarm, Technician, Light Metal",25,"50% male, 50% female",2
213,Shuckle,Bug,Rock,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,"Sturdy, Gluttony, Contrary",190,"50% male, 50% female",2
214,Heracross,Bug,Fighting,This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.,"Swarm, Guts, Moxie",45,"50% male, 50% female",2
215,Sneasel,Dark,Ice,"Its paws conceal sharp claws. If attacked, it suddenly extends the claws and startles its enemy.","Inner Focus, Keen Eye, Pickpocket",60,"50% male, 50% female",2
216,Teddiursa,Normal,,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.","Pickup, Quick Feet, Honey Gather",120,"50% male, 50% female",2
217,Ursaring,Normal,,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.","Guts, Quick Feet, Unnerve",60,"50% male, 50% female",2
218,Slugma,Fire,,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.","Magma Armor, Flame Body, Weak Armor",190,"50% male, 50% female",2
219,Magcargo,Fire,Rock,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,"Magma Armor, Flame Body, Weak Armor",75,"50% male, 50% female",2
220,Swinub,Ice,Ground,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,"Oblivious, Snow Cloak, Thick Fat",225,"50% male, 50% female",2
221,Piloswine,Ice,Ground,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.","Oblivious, Snow Cloak, Thick Fat",75,"50% male, 50% female",2
222,Corsola,Water,Rock,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,"Hustle, Natural Cure, Regenerator",60,"25% male, 75% female",2
223,Remoraid,Water,,It has superb accuracy. The water it shoots out can strike even moving prey from more than 300 feet.,"Hustle, Sniper, Moody",190,"50% male, 50% female",2
224,Octillery,Water,,It traps enemies with its suction-cupped tentacles then smashes them with its rock-hard head.,"Suction Cups, Sniper, Moody",75,"50% male, 50% female",2
225,Delibird,Ice,Flying,It carries food all day long. There are tales about lost people who were saved by the food it had.,"Vital Spirit, Hustle, Insomnia",45,"50% male, 50% female",2
226,Mantine,Water,Flying,"As it majestically swims, it doesn’t care if REMORAID attach to it for scavenging its leftovers.","Swift Swim, Water Absorb, Water Veil",25,"50% male, 50% female",2
227,Skarmory,Steel,Flying,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.","Keen Eye, Sturdy, Weak Armor",25,"50% male, 50% female",2
228,Houndour,Dark,Fire,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,"Early Bird, Flash Fire, Unnerve",120,"50% male, 50% female",2
229,Houndoom,Dark,Fire,"If you are burned by the flames it shoots from its mouth, the pain will never go away.","Early Bird, Flash Fire, Unnerve",45,"50% male, 50% female",2
230,Kingdra,Water,Dragon,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,"Swift Swim, Sniper, Damp",45,"50% male, 50% female",2
231,Phanpy,Ground,,"It swings its long snout around playfully, but because it is so strong, that can be dangerous.","Pickup, Sand Veil",120,"50% male, 50% female",2
232,Donphan,Ground,,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.","Sturdy, Sand Veil",60,"50% male, 50% female",2
233,Porygon2,Normal,,"This upgraded version of PORYGON is designed for space exploration. It can’t fly, though.","Trace, Download, Analytic",45,,2
234,Stantler,Normal,,The curved antlers subtly change the flow of air to create a strange space where reality is distorted.,"Intimidate, Frisk, Sap Sipper",45,"50% male, 50% female",2
235,Smeargle,Normal,,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,"Own Tempo, Technician, Moody",45,"50% male, 50% female",2
236,Tyrogue,Fighting,,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses.","Guts, Steadfast, Vital Spirit",75,"100% male, 0% female",2
237,Hitmontop,Fighting,,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.","Intimidate, Technician, Steadfast",45,"100% male, 0% female",2
238,Smoochum,Ice,Psychic,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,"Oblivious, Forewarn, Hydration",45,"0% male, 100% female",2
239,Elekid,Electric,,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.","Static, Vital Spirit",45,"75% male, 25% female",2
240,Magby,Fire,,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.","Flame Body, Vital Spirit",45,"75% male, 25% female",2
241,Miltank,Normal,,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.","Thick Fat, Scrappy, Sap Sipper",45,"0% male, 100% female",2
242,Blissey,Normal,,Anyone who takes even one bite of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone.,"Natural Cure, Serene Grace, Healer",30,"0% male, 100% female",2
243,Raikou,Electric,,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,"Pressure, Inner Focus",3,,2
244,Entei,Fire,,"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land.","Pressure, Inner Focus",3,,2
245,Suicune,Water,,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.","Pressure, Inner Focus",3,,2
246,Larvitar,Rock,Ground,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.","Guts, Sand Veil",45,"50% male, 50% female",2
247,Pupitar,Rock,Ground,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",Shed Skin,45,"50% male, 50% female",2
248,Tyranitar,Rock,Dark,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies.","Sand Stream, Unnerve",45,"50% male, 50% female",2
249,Lugia,Psychic,Flying,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,"Pressure, Multiscale",3,,2
250,Ho-oh,Fire,Flying,Legends claim this POKéMON flies the world’s skies continuously on its magnificent seven-colored wings.,"Pressure, Regenerator",3,,2
251,Celebi,Psychic,Grass,This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.,Natural Cure,45,,2
252,Treecko,Grass,,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,"Overgrow, Unburden",45,"87.5% male, 12.5% female",3
253,Grovyle,Grass,,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,"Overgrow, Unburden",45,"87.5% male, 12.5% female",3
254,Sceptile,Grass,,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,"Overgrow, Unburden",45,"87.5% male, 12.5% female",3
