Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation,HP,Attack,Defense,Sp. Atk,SP. Def,Speed,Total
150,Mewtwo,Psychic,,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,"Pressure, Unnerve",3,,1,106,110,90,154,90,130,680
151,Mew,Psychic,,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,Synchronize,45,,1,100,100,100,100,100,100,600
152,Chikorita,Grass,,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun’s rays.,"Overgrow, Leaf Guard",45,"87.5% male, 12.5% female",2,45,49,65,49,65,45,318
153,Bayleef,Grass,,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.","Overgrow, Leaf Guard",45,"87.5% male, 12.5% female",2,60,62,80,63,80,60,405
154,Meganium,Grass,,The aroma that rises from its petals contains a substance that calms aggressive feelings.,"Overgrow, Leaf Guard",45,"87.5% male, 12.5% female",2,80,82,100,83,100,80,525
155,Cyndaquil,Fire,,"It is timid, and always curls itself up in a ball. If attacked, it flares up its back for protection.","Blaze, Flash Fire",45,"87.5% male, 12.5% female",2,39,52,43,60,50,65,309
156,Quilava,Fire,,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,"Blaze, Flash Fire",45,"87.5% male, 12.5% female",2,58,64,58,80,65,80,405
157,Typhlosion,Fire,,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.","Blaze, Flash Fire",45,"87.5% male, 12.5% female",2,78,84,78,109,85,100,534
158,Totodile,Water,,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,"Torrent, Sheer Force",45,"87.5% male, 12.5% female",2,50,65,64,44,48,43,314
159,Croconaw,Water,,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.","Torrent, Sheer Force",45,"87.5% male, 12.5% female",2,65,80,80,59,63,58,405
160,Feraligatr,Water,,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.","Torrent, Sheer Force",45,"87.5% male, 12.5% female",2,85,105,100,79,83,78,530
161,Sentret,Normal,,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.","Run Away, Keen Eye, Frisk",255,"50% male, 50% female",2,35,46,34,35,45,20,215
162,Furret,Normal,,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,"Run Away, Keen Eye, Frisk",90,"50% male, 50% female",2,85,76,64,45,55,90,415
163,Hoothoot,Normal,Flying,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.","Insomnia, Keen Eye, Tinted Lens",255,"50% male, 50% female",2,60,30,30,36,56,50,262
164,Noctowl,Normal,Flying,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,"Insomnia, Keen Eye, Tinted Lens",90,"50% male, 50% female",2,100,50,50,86,96,70,452
165,Ledyba,Bug,Flying,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,"Swarm, Early Bird, Rattled",255,"50% male, 50% female",2,40,20,30,40,80,55,265
166,Ledian,Bug,Flying,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.","Swarm, Early Bird, Iron Fist",90,"50% male, 50% female",2,55,35,50,55,110,85,390
167,Spinarak,Bug,Poison,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.","Swarm, Insomnia, Sniper",255,"50% male, 50% female",2,40,60,40,40,40,30,250
168,Ariados,Bug,Poison,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,"Swarm, Insomnia, Sniper",90,"50% male, 50% female",2,70,90,70,60,70,40,400
169,Crobat,Poison,Flying,It flies so silently through the dark on its four wings that it may not be noticed even when nearby.,"Inner Focus, Infiltrator",90,"50% male, 50% female",2,85,90,80,70,80,130,535
170,Chinchou,Water,Electric,It shoots positive and negative electricity between the tips of its two antennae and zaps its enemies.,"Volt Absorb, Illuminate, Water Absorb",190,"50% male, 50% female",2,75,38,38,56,56,67,330
171,Lanturn,Water,Electric,The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.,"Volt Absorb, Illuminate, Water Absorb",75,"50% male, 50% female",2,125,58,58,76,76,67,460
172,Pichu,Electric,,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,"Static, Lightning Rod",190,"50% male, 50% female",2,20,40,15,35,35,60,205
173,Cleffa,Fairy,,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.","Cute Charm, Magic Guard, Friend Guard",150,"25% male, 75% female",2,50,25,28,45,55,15,218
174,Igglybuff,Normal,Fairy,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.","Cute Charm, Competitive, Friend Guard",170,"25% male, 75% female",2,90,30,15,40,20,15,210
175,Togepi,Fairy,,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,"Hustle, Serene Grace, Super Luck",190,"87.5% male, 12.5% female",2,35,20,65,40,65,20,245
176,Togetic,Fairy,Flying,"They say that it will appear before kindhearted, caring people and shower them with happiness.","Hustle, Serene Grace, Super Luck",75,"87.5% male, 12.5% female",2,55,40,85,80,105,40,405
177,Natu,Psychic,Flying,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something.","Synchronize, Early Bird, Magic Bounce",190,"50% male, 50% female",2,40,50,45,70,45,70,320
178,Xatu,Psychic,Flying,They say that it stays still and quiet because it is seeing both the past and future at the same time.,"Synchronize, Early Bird, Magic Bounce",75,"50% male, 50% female",2,65,75,70,95,70,95,470
179,Mareep,Electric,,"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you.","Static, Plus",235,"50% male, 50% female",2,55,40,40,65,45,35,280
180,Flaaffy,Electric,,"As a result of storing too much electricity, it developed patches where even downy wool won’t grow.","Static, Plus",120,"50% male, 50% female",2,70,55,55,80,60,45,365
181,Ampharos,Electric,,The tail’s tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,"Static, Plus",45,"50% male, 50% female",2,90,75,85,115,90,55,510
182,Bellossom,Grass,,BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,"Chlorophyll, Healer",45,"50% male, 50% female",2,75,80,95,90,100,50,490
183,Marill,Water,Fairy,"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.","Thick Fat, Huge Power, Sap Sipper",190,"50% male, 50% female",2,70,20,50,20,50,40,250
184,Azumarill,Water,Fairy,"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.","Thick Fat, Huge Power, Sap Sipper",75,"50% male, 50% female",2,100,50,80,60,80,50,420
185,Sudowoodo,Rock,,"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.","Sturdy, Rock Head, Rattled",65,"50% male, 50% female",2,70,100,115,30,65,30,410
186,Politoed,Water,,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gathering from far and wide.","Water Absorb, Damp, Drizzle",45,"50% male, 50% female",2,90,75,75,90,100,70,500
187,Hoppip,Grass,Flying,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.","Chlorophyll, Leaf Guard, Infiltrator",255,"50% male, 50% female",2,35,35,40,35,55,50,250
188,Skiploom,Grass,Flying,The bloom on top of its head opens and closes as the temperature fluctuates up and down.,"Chlorophyll, Leaf Guard, Infiltrator",120,"50% male, 50% female",2,55,45,50,45,65,80,340
189,Jumpluff,Grass,Flying,"Once it catches the wind, it deftly controls its cotton-puff spores to float, even around the world.","Chlorophyll, Leaf Guard, Infiltrator",45,"50% male, 50% female",2,75,55,70,55,95,110,460
190,Aipom,Normal,,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,"Run Away, Pickup, Skill Link",45,"50% male, 50% female",2,55,70,55,40,55,85,360
191,Sunkern,Grass,,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.","Chlorophyll, Solar Power, Early Bird",235,"50% male, 50% female",2,30,30,30,30,30,30,180
192,Sunflora,Grass,,"It converts sunlight into energy. In the darkness after sunset, it closes its petals and becomes still.","Chlorophyll, Solar Power, Early Bird",120,"50% male, 50% female",2,75,75,55,105,85,30,425
193,Yanma,Bug,Flying,"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area.","Speed Boost, Compound Eyes, Frisk",75,"50% male, 50% female",2,65,65,45,75,45,95,390
194,Wooper,Water,Ground,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,"Damp, Water Absorb, Unaware",255,"50% male, 50% female",2,55,45,45,25,25,15,210
195,Quagsire,Water,Ground,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.","Damp, Water Absorb, Unaware",90,"50% male, 50% female",2,95,85,85,65,65,35,430
196,Espeon,Psychic,,It uses the fine hair that covers its body to sense air currents and predict its enemy’s actions.,"Synchronize, Magic Bounce",45,"87.5% male, 12.5% female",2,65,65,60,130,95,110,525
197,Umbreon,Dark,,"When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores.","Synchronize, Inner Focus",45,"87.5% male, 12.5% female",2,95,65,110,60,130,65,525
198,Murkrow,Dark,Flying,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.","Insomnia, Super Luck, Prankster",30,"50% male, 50% female",2,60,85,42,85,42,91,405
199,Slowking,Water,Psychic,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.","Oblivious, Own Tempo, Regenerator",70,"50% male, 50% female",2,95,75,80,100,110,30,490
200,Misdreavus,Ghost,,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,Levitate,45,"50% male, 50% female",2,60,60,60,85,85,85,435
201,Unown,Psychic,,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.,Levitate,225,,2,48,72,48,72,48,48,336
202,Wobbuffet,Psychic,,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.","Shadow Tag, Telepathy",45,"50% male, 50% female",2,190,33,58,33,58,33,405
203,Girafarig,Normal,Psychic,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.","Inner Focus, Early Bird, Sap Sipper",60,"50% male, 50% female",2,70,80,65,90,65,85,455
204,Pineco,Bug,,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.,"Sturdy, Overcoat",190,"50% male, 50% female",2,50,65,90,35,35,15,290
205,Forretress,Bug,Steel,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,"Sturdy, Overcoat",75,"50% male, 50% female",2,75,90,140,60,60,40,465
206,Dunsparce,Normal,,"When spotted, this POKéMON escapes backward by furiously boring into the ground with its tail.","Serene Grace, Run Away, Rattled",190,"50% male, 50% female",2,100,70,70,65,65,45,415
207,Gligar,Ground,Flying,It flies straight at its target’s face then clamps down on the startled victim to inject poison.,"Hyper Cutter, Sand Veil, Immunity",60,"50% male, 50% female",2,65,75,105,35,65,85,430
208,Steelix,Steel,Ground,"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.","Rock Head, Sturdy, Sheer Force",25,"50% male, 50% female",2,75,85,200,55,65,30,510
209,Snubbull,Fairy,,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.","Intimidate, Run Away, Rattled",190,"25% male, 75% female",2,60,80,50,40,40,30,300
210,Granbull,Fairy,,"It is actually timid and easily spooked. If attacked, it flails about to fend off its attacker.","Intimidate, Quick Feet, Rattled",75,"25% male, 75% female",2,90,120,75,60,60,45,450
211,Qwilfish,Water,Poison,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.","Poison Point, Swift Swim, Intimidate",45,"50% male, 50% female",2,65,95,85,55,55,85,440
212,Scizor,Bug,Steel,It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads.,"Swarm, Technician, Light Metal",25,"50% male, 50% female",2,70,130,100,55,80,65,500
213,Shuckle,Bug,Rock,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,"Sturdy, Gluttony, Contrary",190,"50% male, 50% female",2,20,10,230,10,230,5,505
214,Heracross,Bug,Fighting,This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.,"Swarm, Guts, Moxie",45,"50% male, 50% female",2,80,125,75,40,95,85,500
215,Sneasel,Dark,Ice,"Its paws conceal sharp claws. If attacked, it suddenly extends the claws and startles its enemy.","Inner Focus, Keen Eye, Pickpocket",60,"50% male, 50% female",2,55,95,55,35,75,115,430
216,Teddiursa,Normal,,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.","Pickup, Quick Feet, Honey Gather",120,"50% male, 50% female",2,60,80,50,50,50,40,330
217,Ursaring,Normal,,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.","Guts, Quick Feet, Unnerve",60,"50% male, 50% female",2,90,130,75,75,75,55,500
218,Slugma,Fire,,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.","Magma Armor, Flame Body, Weak Armor",190,"50% male, 50% female",2,40,40,40,70,40,20,250
219,Magcargo,Fire,Rock,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,"Magma Armor, Flame Body, Weak Armor",75,"50% male, 50% female",2,60,50,120,90,80,30,430
220,Swinub,Ice,Ground,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,"Oblivious, Snow Cloak, Thick Fat",225,"50% male, 50% female",2,50,50,40,30,30,50,250
221,Piloswine,Ice,Ground,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.","Oblivious, Snow Cloak, Thick Fat",75,"50% male, 50% female",2,100,100,80,60,60,50,450
222,Corsola,Water,Rock,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,"Hustle, Natural Cure, Regenerator",60,"25% male, 75% female",2,65,55,95,65,95,35,410
223,Remoraid,Water,,It has superb accuracy. The water it shoots out can strike even moving prey from more than 300 feet.,"Hustle, Sniper, Moody",190,"50% male, 50% female",2,35,65,35,65,35,65,300
224,Octillery,Water,,It traps enemies with its suction-cupped tentacles then smashes them with its rock-hard head.,"Suction Cups, Sniper, Moody",75,"50% male, 50% female",2,75,105,75,105,75,45,480
225,Delibird,Ice,Flying,It carries food all day long. There are tales about lost people who were saved by the food it had.,"Vital Spirit, Hustle, Insomnia",45,"50% male, 50% female",2,45,55,45,65,45,75,330
